ID,Name,Concepticon_ID,Concepticon_Gloss,Description
meetinggroupofpeoplemeetingcouncilmeetingof,"meeting, group of people meeting, council, meeting of",,,
meetingconferencepersonpresentatameetingwitness,"meeting, conference, person present at a meeting, witness",,,
togovisit,"to go, visit",,,
aftersettingofsunormoon,after setting (of sun or moon),,,
afterglowinskyfollowingsunset,afterglow in sky following sunset,,,
aftermoonset,after moon-set,,,
abletamwmwelenotablesick,"able, *ta-mwmwele not able, sick",,,
bedonefinishedaswitheatingbeuptowhatitshouldbe,"be done, finished (as with eating), be up to what it should be",,,
sicknesssicksickof,"sickness, sick, sick of",,,
beable,be able,,,
ablecapable,"able, capable",,,
notable,not able,,,
bepossibleablegood,"be possible, able, good",,,
beimpossibleincorrectwrongunable,"be impossible, incorrect, wrong, unable",,,
emphasismarker,emphasis marker,,,
fornowforthetimeinsteadatthattimeadverbialeveneyiwemwoeveneyiwe,"for now, for the time, instead, at that time (adverbial), even (Eyiwe mwo ""even Eyiwe"")",,,
evenhe,even he,,,
evenindeedforthemomentadverbial,"even, indeed, for the moment (adverbial)",,,
tooagainyetemphasismarker,"too, again, yet (emphasis marker)",,,
akindofsmalllagooonfishfishof,"a kind of small lagooon fish, fish of",,,
smallspofsurgeonfishacanthurusaliala,small sp. of surgeon fish (Acanthurus aliala),,,
strongwind,strong wind,,,
strongwindwindyconditionstrongwindof,"strong wind, windy condition. strong wind of",,,
bewindybeastrongwindbemaderoughbythewind,"be windy, be a strong wind, be made rough by the wind",,,
getrougherorwindier,get rougher or windier,,,
blowitselfoutofastorm,blow itself out (of a storm),,,
strongwindgale,"strong wind, gale",,,
windstorm,wind-storm,,,
beastrongwind,be a strong wind,,,
blowgently,blow gently,,,
breezelightorgentlewind,"breeze, light or gentle wind",,,
fallordropofitsownaccordasripefruit,fall or drop of its own accord (as ripe fruit),,,
bestrewnwithcrumbsorgrainsofsandtrickleofgrainythings,"be strewn with crumbs or grains of sand, trickle (of grainy things)",,,
fallasbreadfruit,fall (as breadfruit),,,
tofalloutfalldowntoshedofleaves,"to fall out, fall down, to shed (of leaves)",,,
tofallasrainorfruitfromatree,to fall (as rain or fruit from a tree),,,
tofallasbreadfruitorfalseteethdropdownbefallen,"to fall (as breadfruit or false teeth), drop down, be fallen",,,
letitfall,let it fall,,,
fallinquantityasrainorfruit,fall in quantity (as rain or fruit),,,
loseleavesoftreeslosehair,"lose leaves (of trees), lose hair",,,
ripecoconutreadytodropbereadytodrop,"ripe coconut ready to drop, be ready to drop",,,
befinishedterminated,"be finished, terminated",,,
befinishedusedupasatape,"be finished, used up (as a tape)",,,
beended,be ended,,,
complete,complete,,,
cutoffceasedended,"cut off, ceased, ended",,,
breakoffcutcrosswise,"break off, cut crosswise",,,
tocutoffsever,"to cut off, sever",,,
slowgrowing,slow growing,,,
beslowingrowingofpersonsandplants,be slow in growing (of persons and plants),,,
havelivedalongtime,have lived a long time,,,
maledwarf,male dwarf,,,
adwarfbedwarfed,"a dwarf, be dwarfed",,,
growslowlyaschildorplantbeolderaspeople,"grow slowly (as child or plant), be older (as people)",,,
growslowlybesmallinsize,"grow slowly, be small in size",,,
personwhodoesnotgrownormally,person who does not grow normally,,,
oldancientagedofpeople,"old, ancient, aged (of people)",,,
thatthosenearpersonaddressed,"that, those (near person addressed)",,,
thereverynearpersonaddressed,there (very near person addressed),,,
thatoneclosetohearerthatoneclosetoheareremphatic,"that one (close to hearer), that one (close to hearer, emphatic)",,,
thatthosenearyoupointing,"that, those (near you, pointing)",,,
thatonethereawayfromyouandme,"that one, there (away from you and me)",,,
commonnounmarkingprefix,common noun marking prefix,,,
thatbyyouthose,"that (by you), those",,,
thatnotfaraway,that (not far away),,,
thatatsomedistancefromspeakerandaddresseebutvisible,that (at some distance from speaker and addressee but visible),,,
holeof,hole of,,,
changeitintoaditch,change it into a ditch,,,
tight,tight,,,
tightenmakefirm,"tighten, make firm",,,
tighteningmakingtight,"tightening, making tight",,,
learnitbyheart,learn it by heart,,,
betightsteadyfirmtaut,"be tight, steady, firm, taut",,,
totighten,to tighten,,,
betightofknotorscrewbetightfittingbefirmlymuscled,"be tight (of knot or screw), be tight fitting, be firmly muscled",,,
bestronglybuiltwellconstructed,"be strongly built, well constructed",,,
betightofknotorscrew,be tight (of knot or screw),,,
pulltomaketighttie,"pull to make tight, tie",,,
pullittight,pull it tight,,,
strikekill,"strike, kill",,,
beassaultedtoassaultkill,"be assaulted, to assault, kill",,,
strikebeatorsmitehim,"strike, beat, or smite him",,,
hitkill,"hit, kill",,,
hityou,hit you,,,
strikehitkill,"strike, hit, kill",,,
strikehim,strike him,,,
tohitkillmurder,"to hit, kill, murder",,,
tohitbeat,"to hit, beat",,,
tohitsomeone,to hit (someone),,,
tokill,to kill,,,
killhim,kill him,,,
killitbeatit,"kill it, beat it",,,
engageinbeatinghittingkilling,"engage in beating, hitting, killing",,,
killithitit,"kill it, hit it",,,
hitorkillsomeonenwkfightkillhitstrike,"hit or kill (someone), ɛnwʌk ‘fight, kill, hit, strike",,,
afraidbeafraidofacoward,"afraid, be afraid of, a coward",,,
afraidscaredfrightened,"afraid, scared, frightened",,,
fearbeafraidof,"fear, be afraid of",,,
bestartledjumpwithfrightbeapprehensivebejumpy,"be startled, jump with fright, be apprehensive, be jumpy",,,
timidafraid,"timid, afraid",,,
beafraidscaredtofear,"be afraid, scared, to fear",,,
tobefrightenedscared,"to be frightened, scared",,,
tofrighten,to frighten,,,
beafraidfrightened,"be afraid, frightened",,,
beafraidofsomething,be afraid of (something),,,
coward,coward,,,
afraidfrightened,"afraid, frightened",,,
bescaredafraidfrightened,"be scared, afraid, frightened",,,
beafraidofhimfearit,"be afraid of him, fear it",,,
betimidcowardly,"be timid, cowardly",,,
fearitbeafraidofit,"fear it, be afraid of it",,,
toappearasadistantshiporland,to appear (as a distant ship or land),,,
tohavejustappearedofvesselsorotherobjects,to have just appeared (of vessels or other objects),,,
tobeshownseen,"to be shown, seen",,,
beoutstandingconspicuous,"be outstanding, conspicuous",,,
letitbeseen,let it be seen,,,
plantedbedoftaro,planted bed of taro,,,
plantedinapatternoftaroplantedof,"planted in a pattern (of taro), planted of",,,
sectionofataropatch,section of a taro patch,,,
tothrustpush,"to thrust, push",,,
tothrust,to thrust,,,
thrustpushagainstsomethingforceonesway,"thrust, push (against something), force one's way",,,
coughclearthethroat,"cough, clear the throat",,,
look,look,,,
lookhither,look hither,,,
haveaquicklook,have a quick look,,,
glancepeeksideways,"glance, peek sideways",,,
glanceatlooksidewaysatsomeone,"glance at, look sideways at (someone)",,,
themthirdpersonpluralinanimateobjectpronoun,them (third person plural inanimate object pronoun),,,
stayremainbeatorinaplaceortime,"stay, remain, be (at or in a place or time)",,,
incontrolresponsible,"in control, responsible",,,
controlauthorityhercontrol,"control, authority, her control",,,
exertpowerorcontroloversupervisegovernrule,"exert power or control over, supervise, govern, rule",,,
governmentruleauthoritycontrol,"government, rule, authority, control",,,
governmentauthorityrulecontrol,"government, authority, rule, control",,,
torulegoverncontrolwatchoversomething,"to rule, govern, control, watch over (something)",,,
beinauthorityberesponsiblehavepower,"be in authority, be responsible, have power",,,
takechargeoftakecareoftakeresponsibilityfor,"take charge of, take care of, take responsibility for",,,
beinauthorityetc,"be in authority, etc.",,,
toberesponsible,to be responsible,,,
beresponsibleforit,be responsible for it,,,
lordrulerofhighrank,"lord, ruler of high rank",,,
ruleover,rule over,,,
andthen,"and, then",,,
andbutthen,"and, but, then",,,
whenif,"when, if",,,
or,or,,,
kingfishkingfishof,"kingfish, kingfish of",,,
cryout,cry out,,,
makeasuddensoftnoise,make a sudden soft noise,,,
makeasuddensoftscarynoiseatsomeone,make a sudden soft scary noise at (someone),,,
tocryout,to cry out,,,
cryhowlhum,"cry, howl, hum",,,
makehimcry,make him cry,,,
tosquealsquawkneigh,"to squeal, squawk, neigh",,,
inarticulatesound,inarticulate sound,,,
raucoussoundshriekscreechhowl,"raucous sound, shriek, screech, howl",,,
bebrightbutdarkassomecowries,be bright but dark (as some cowries),,,
beshinyglittersparkle,"be shiny, glitter, sparkle",,,
breathebreath,"breathe, breath",,,
breathebreathsigh,"breathe, breath, sigh",,,
breatherapidlybeexhausted,"breathe rapidly, be exhausted",,,
peelremoveskin,"peel, remove skin",,,
topeelwithbarehandspareskinhusk,"to peel with bare hands, pare, skin, husk",,,
topeelsomething,to peel (something),,,
takeofftheskinorfatlayersofmeat,take off the skin or fat layers of meat,,,
takeofftheskinbitemeat,"take off (the skin), bite (meat)",,,
nameofnguluislandandatollwesterncarolines,"name of Ngulu (island and atoll), Western Carolines",,,
atreewithsmoothseeds,a tree with smooth seeds,,,
akindoftreeallophylustimorensis,a kind of tree (Allophylus timorensis?),,,
atreeallophylustimorensis,a tree (Allophylus timorensis),,,
tobitebaitbyfish,to bite (bait by fish),,,
tobitetakethebait,"to bite, take the bait",,,
bitethebait,bite (the bait),,,
bebitingthebait,be biting the bait,,,
tonibbleonbait,to nibble on bait,,,
biteitofafishtakingbait,bite it (of a fish taking bait),,,
lightfeelingofafishbitingbait,light feeling of a fish biting bait,,,
admireenvy,"admire, envy",,,
observewithpleasurebeholdappreciatively,"observe with pleasure, behold appreciatively",,,
admirepraise,"admire, praise",,,
flirtshowoff,"flirt, show off",,,
beproud,be proud,,,
beproudofsomeone,be proud of (someone),,,
bejealous,be jealous,,,
makesomeonejealous,make someone jealous,,,
proudofonesingroup,proud of one's in-group,,,
boredtired,"bored, tired",,,
betiredboredbreathlesshungry,"be tired, bored, breathless, hungry",,,
beboredtiredweary,"be bored, tired, weary",,,
strongresistant,"strong, resistant",,,
bestrongofaropeorcurrent,be strong (of a rope or current),,,
betoughbefirmofapersonsgrip,"be tough, be firm (of a person's grip)",,,
bedurableunbreakableresistantrigid,"be durable, unbreakable, resistant, rigid",,,
tosnortblowonesnose,"to snort, blow one's nose",,,
tosniffsnortthroughthenosesoastoclearit,"to sniff, snort through the nose (so as to clear it)",,,
toscoldrebukereprimandsomeone,"to scold, rebuke, reprimand (someone)",,,
nasalmucoustosneezesnivelsnortblowthenose,"nasal mucous, to sneeze, snivel, snort, blow the nose",,,
sneezeatsnortatsomething,"sneeze at, snort at (something)",,,
handletailoffish,"handle, tail (of fish)",,,
itshandle,its handle,,,
tailhandle,"tail, handle",,,
itstailitshandle,"its tail, its handle",,,
handleof,handle of,,,
handletailofafish,"handle, tail (of a fish)",,,
itshandleortail,its handle or tail,,,
tailoffish,tail (of fish),,,
behungryhunger,"be hungry, hunger",,,
coolbland,"cool, bland",,,
coolfertile,"cool, fertile",,,
cooldamp,"cool, damp",,,
tastelessblandcooloffoodtobeservedhotwarmoffoodtobeservedcold,"tasteless, bland, cool (of food to be served hot), warm (of food to be served cold)",,,
becoldofthingsorweatherfeelcoldofpeople,"be cold (of things or weather), feel cold (of people)",,,
bewarmmildgenial,"be warm, mild, genial",,,
tilted,tilted,,,
betiltedtipped,"be tilted, tipped",,,
tiltedaway,tilted away,,,
tiltedinwards,tilted inwards,,,
tilteddownards,tilted downards,,,
tiltedoutwards,tilted outwards,,,
earlyafternoonwhensuntilted,early afternoon (when-sun-tilted),,,
belittlepastthezenithofthesun,be little past the zenith (of the sun),,,
afternoon,afternoon,,,
thisafternoon,this afternoon,,,
asmallreeffish,a small reef fish,,,
spofrabbitfishsiganuscanaliculatus,sp. of rabbit fish (Siganus canaliculatus),,,
spofrabbitfish,sp. of rabbit fish,,,
windblownrainorspray,windblown rain or spray,,,
sprayspume,"spray, spume",,,
seaspray,sea spray,,,
rainthatcomesinduetowind,rain that comes in due to wind,,,
tosplashsprinkle,"to splash, sprinkle",,,
bescattereddispersed,"be scattered, dispersed",,,
yearwetseasonnorthwestmonsoon,"year, wet season (northwest monsoon)",,,
storm,storm,,,
monsoon,monsoon,,,
northwestmonsoon,northwest monsoon,,,
besurplus,be surplus,,,
besurplusextra,"be surplus, extra",,,
havearemainder,have a remainder,,,
beyond,beyond,,,
bumpagainstithitcollidewithitstrikeit,"bump against it, hit, collide with it, strike it",,,
intentionallybumpintoitencountermisfortune,"intentionally bump into it, encounter misfortune",,,
pushitwithgreatforceshoveit,"push it with great force, shove it",,,
headcover,head cover,,,
hatumbrellahardbackofturtle,"hat, umbrella, hard back of turtle",,,
wearasahat,wear as a hat,,,
putonorwearahat,put on or wear (a hat),,,
hatcoveringforeskin,"hat, covering, foreskin",,,
hisforeskin,his foreskin,,,
useasahat,use as a hat,,,
carryontheheadputonthehead,"carry on the head, put on the head",,,
hatpenismetaphorical,"hat, penis (metaphorical)",,,
putitontheheadcarryitonthehead,"put it on the head, carry it on the head",,,
wearahatcarryonthehead,"wear a hat, carry on the head",,,
shadeshelterumbrellahatputontheheadcarryonthehead,"shade, shelter, umbrella, hat, put on the head, carry on the head",,,
wreathfortheheadacrownnoose,"wreath for the head, a crown, noose",,,
spokensaiduttered,"spoken, said, uttered",,,
speakutterit,"speak, utter it",,,
talkspeechutterancelanguagetotalkspeak,"talk, speech, utterance, language, to talk, speak",,,
speakaboutit,speak about it,,,
preachlessonteaching,"preach, lesson, teaching",,,
toteachinstruct,"to teach, instruct",,,
teachinstructlearninstructionlesson,"teach, instruct, learn, instruction, lesson",,,
teachinstructsomeonelearnsomething,"teach, instruct (someone), learn (something)",,,
topraise,to praise,,,
topraiseextoll,"to praise, extoll",,,
motionlessstill,"motionless, still",,,
steadystablemotionless,"steady, stable, motionless",,,
bestablesteadystillmotionless,"be stable, steady, still, motionless",,,
becalmstablesteady,"be calm, stable, steady",,,
bepeacefulcalmsettledown,"be peaceful, calm, settle down",,,
bestill,be still,,,
slanttilt,"slant, tilt",,,
beaslanttilted,"be aslant, tilted",,,
causetotilt,cause to tilt,,,
tobendbendoverasatree,"to bend, bend over (as a tree)",,,
toleanincline,"to lean, incline",,,
toslantitbendit,"to slant it, bend it",,,
benddown,bend down,,,
bendup,bend up,,,
strengthpowerforcegoodhealth,"strength, power, force, good health",,,
hisstrength,his strength,,,
legof,leg of,,,
weakinthelegs,weak in the legs,,,
acloudformationpredictingatyphoon,a cloud formation predicting a typhoon,,,
backofthehand,back of the hand,,,
loseconsciousnessdie,"lose consciousness, die",,,
beexhaustedwearyphysically,"be exhausted, weary (physically)",,,
demonghostdeadperson,"demon, ghost (dead person)",,,
beexhaustedtiredfromhardwork,"be exhausted, tired from hard work",,,
tiredweak,"tired, weak",,,
emptyasacontainer,empty (as a container),,,
beempty,be empty,,,
emptycontainerorshell,empty container or shell,,,
makeitempty,make it empty,,,
emptycontaineremptycontainerof,"empty container, empty container of",,,
emptyit,empty it,,,
emptycontainer,empty container,,,
beemptybevacant,"be empty, be vacant",,,
flowerblossomflowerof,"flower, blossom, flower of",,,
flowerof,flower of,,,
flowerincounting,flower (in counting),,,
flowerblossom,"flower, blossom",,,
kindofyellowflower,kind of yellow flower,,,
kindofwhiteflower,kind of white flower,,,
flowerofthebreadfruittree,flower of the breadfruit tree,,,
akindofflower,a kind of flower,,,
measure,measure,,,
measureespeciallyoflengthandwidthaswitharuler,measure (especially of length and width as with a ruler),,,
measureit,measure it,,,
measuredistanceasacanoelength,measure distance (as a canoe length),,,
measurementbemeasurematchbemeasured,"measurement, be measure, match, be measured",,,
measureitmatchit,"measure it, match it",,,
ruleranykindofmeasurementdevice,"ruler, any kind of measurement device",,,
tomeasure,to measure,,,
coconutshellcontainer,coconut shell container,,,
emptywholecoconutshellwithmeatremovedemptyshellof,"empty whole coconut shell (with meat removed), empty shell of",,,
flaskcoconutshellcontainer,"flask, coconut shell container",,,
coconutshellusedastoddycontainer,coconut shell used as toddy container,,,
beachrockbeachrockof,"beach rock, beach rock of",,,
sandstone,sandstone,,,
residualspilled,"residual, spilled",,,
starchflourthatistheresiduewashedfromturmericfordyeorfrommaniocorarrowrootforfood,starch flour that is the residue washed from turmeric for dye or from manioc or arrowroot for food,,,
bespilledofsolidstuffdumped,"be spilled (of solid stuff), dumped",,,
todumpspill,"to dump, spill",,,
spillitdumpit,"spill it, dump it",,,
powderedsweetsmellingwoodusedbywomentorubontheirtemples,powdered sweet smelling wood (used by women to rub on their temples),,,
agrave,a grave,,,
gravegraveof,"grave, grave of",,,
buryhim,bury him,,,
nameofpresentpikelotislandcentralcarolinesmeaningsandyislet,"name of present Pikelot Island, Central Carolines (meaning sandy islet)",,,
examineinspectwatch,"examine, inspect, watch",,,
examineinspecthavealookat,"examine, inspect, have a look at",,,
holduptoviewholdupforinspection,"hold up to view, hold up for inspection",,,
lookatexaminefind,"look at examine, find",,,
inspect,inspect,,,
tolookwatchsearch,"to look, watch, search",,,
lookforitwatchitexamineit,"look for (it), watch (it), examine (it)",,,
lookatorfor,look at or for,,,
lookatgazewatch,"look at, gaze, watch",,,
lookatitwatchit,"look at it, watch it",,,
bundle,bundle,,,
tiedbundle,tied bundle,,,
bundleincounting,bundle (in counting),,,
betiedinabundle,be tied in a bundle,,,
bundleasoffirewoodbundleof,"bundle (as of firewood), bundle of",,,
bundleasoffirewoodcoconuts,"bundle (as of firewood, coconuts)",,,
makeitintoabundlebundleit,"make (it) into a bundle, bundle (it)",,,
bundleit,bundle it,,,
bundlepackagetofoldinabundle,"bundle, package, to fold in a bundle",,,
bundlepack,"bundle, pack",,,
tobundlepacksomething,"to bundle, pack (something)",,,
tofolduptofoldunderasaleafapronwhensittingdown,"to fold up, to fold under (as a leaf apron when sitting down)",,,
tabooprohibition,"taboo, prohibition",,,
tabooprohibitiontabooof,"taboo, prohibition, taboo of",,,
betabooforbiddenprohibited,"be taboo, forbidden, prohibited",,,
beunderatabooinregardtosomethingbeprohibitedfromsomething,"be under a taboo in regard to (something), be prohibited from (something)",,,
tokeepitholyasthesabbath,to keep (it) holy (as the Sabbath),,,
forbiddenthingoractionforbiddenthingof,"forbidden thing or action, forbidden thing of",,,
besacredtabooforbidden,"be sacred, taboo, forbidden",,,
taboorestriction,"taboo, restriction",,,
goodschattels,"goods, chattels",,,
movablegoods,movable goods,,,
berichingoodswealthy,"be rich in goods, wealthy",,,
belongingsvaluablepersonalpossessions,"belongings, valuable personal possessions",,,
berich,be rich,,,
belongingsgoods,"belongings, goods",,,
thingpossession,"thing, possession",,,
goods,goods,,,
freeidleunconcerneduntroubled,"free, idle, unconcerned, untroubled",,,
evenmatchedsimultaneous,"even, matched, simultaneous",,,
inconjunctionatthesametimeinunisontogether,"in conjunction, at the same time, in unison, together",,,
beunevennotuniformbadlymatched,"be uneven, not uniform, badly matched",,,
beexactpunctualexactly,"be exact, punctual, exactly",,,
simultaneouslytogetheratthesametime,"simultaneously, together, at the same time",,,
beevenequalatthesametimeevenlyequallybecompletebeagreedupon,"be even, equal, at the same time, evenly, equally, be complete, be agreed upon",,,
hillsidesteepslopesideofahill,"hillside, steep slope, side of (a hill)",,,
behillysteep,"be hilly, steep",,,
hillhillofbesteep,"hill, hill of, be steep",,,
skilledinclimbing,skilled in climbing,,,
playwithaball,play with a ball,,,
hollowball,hollow ball,,,
tohitasaball,to hit (as a ball),,,
tobounceasaball,to bounce (as a ball),,,
tobounceaballhitabaseball,"to bounce (a ball), hit (a baseball)",,,
hitaballplaybaseball,"hit a ball, play baseball",,,
closedcovered,"closed, covered",,,
beshutclosedcoveredwithalid,"be shut, closed, covered with a lid",,,
lidcover,"lid, cover",,,
putalidoncloseupshut,"put a lid on, close up, shut",,,
bedeaf,be deaf,,,
fallasrainorasonslipperyground,fall (as rain or as on slippery ground),,,
tofalldown,to fall down,,,
tofallasrain,to fall (as rain),,,
fallawaybelost,"fall away, be lost",,,
tripfall,"trip, fall",,,
letitfallasmosquitonetletdownhair,"let (it) fall (as mosquito net), let down (hair)",,,
tofallrain,"to fall, rain",,,
tobefalling,to be falling,,,
fall,fall,,,
belongofhairfloodingaftermiscarriage,"be long (of hair), flooding (after miscarriage)",,,
makeasuddenloudnoise,"make a sudden, loud noise",,,
popcracksoundsuddenlyandsharplyexplode,"pop, crack, sound suddenly and sharply, explode",,,
makeapoppingnoise,make a popping noise,,,
makesomethingpopcrackexplode,"make (something) pop, crack, explode",,,
tobreakorslapaswaves,to break or slap (as waves),,,
thumpasashipsmotorroarasthunderanythumpingnoiseasbyahammer,"thump (as a ship's motor), roar (as thunder), any thumping noise (as by a hammer)",,,
heavysoundroaringsoundtoroarmakealoudnoise,"heavy sound, roaring sound, to roar, make a loud noise",,,
toboommakeahollowdeepsoundexplode,"to boom, make a hollow deep sound, explode",,,
toboomexplode,"to boom, explode",,,
spoiledrotten,"spoiled, rotten",,,
berottenononesideoffruit,be rotten on one side (of fruit),,,
later,later,,,
lateratafuturetime,"later, at a future time",,,
dancesongtodancetosing,"dance, song, to dance, to sing",,,
generictermfortraditionaldancesanddancing,generic term for traditional dances and dancing,,,
dancedanceof,"dance, dance of",,,
marshallesestickdance,Marshallese stick dance,,,
adanceformimportedinpostcolonialtimesfromtheelliceislandswhg,a dance form imported in post-colonial times from the Ellice Islands (WHG),,,
bamboowithclosejoints,bamboo with close joints,,,
deathritual,death ritual,,,
tabooonthegatheringoffoodafteradeath,taboo on the gathering of food after a death,,,
riteceremonialaccumulationandredistributionduringfuneraltaboo,"rite, ceremonial accumulation and redistribution during funeral taboo",,,
rolledcigaretteorcigar,rolled cigarette or cigar,,,
rollacigaretteorcigar,roll (a cigarette or cigar),,,
handrolledcigaretteincounting,hand-rolled cigarette (in counting),,,
rollupcigarettes,roll up cigarettes,,,
hisherscar,his/her scar,,,
bescarred,be scarred,,,
scarredone,scarred one,,,
termite,termite,,,
leprosy,leprosy,,,
untiedloosenuntie,"untied, loosen, untie",,,
tountieloosenundo,"to untie, loosen, undo",,,
tountiesomething,to untie (something),,,
beuntied,be untied,,,
beloosenottightlyscrewed,"be loose, not tightly screwed",,,
untiedloosened,"untied, loosened",,,
untieorloosensomething,untie or loosen (something),,,
unraveleddisentangleduntieunbind,"unraveled, disentangled, untie, unbind",,,
toberaveled,to be raveled,,,
pearloysterandshell,pearl oyster and shell,,,
pearloyster,pearl oyster,,,
coconutgratergratingshell,coconut grater (grating-shell),,,
pearlshell,pearl shell,,,
grateit,grate it,,,
shinyshellusedforshreddinghibiscuscloth,shiny shell used for shredding hibiscus cloth,,,
toshredofhibiscuscloth,to shred (of hibiscus cloth),,,
dividefoodintosmallportions,divide food into small portions,,,
todividebreadfruitintosmallportions,to divide breadfruit into small portions,,,
poundedtarothatisdividedintosquaresections,pounded taro that is divided into square sections,,,
beawakeatnight,be awake at night,,,
lieawakeatnightvisitasweatheart,"lie awake at night, visit a sweatheart",,,
lieawakeuntil,lie awake until,,,
keepwatchonherabrotherswifeatnight,keep watch on her (a brother's wife) at night,,,
wakeupstandguard,"wake up, stand guard",,,
watchover,watch over,,,
haveaplantodosomethingusuallybadbeproudreferringtoasweetheart,"have a plan to do something (usually bad), be proud (referring to a sweetheart)",,,
beproudofitthinkingaboutaccomplishingagoal,be proud of it (thinking about accomplishing a goal),,,
haveaplantodosomethingusuallybad,have a plan to do something (usually bad),,,
alsoinaddition,"also, in addition",,,
againmore,"again, more",,,
artofriggingandconstruction,art of rigging and construction,,,
artofriggingorrightinganoverturnedcanoe,art of rigging or righting an overturned canoe,,,
teachinglearningorperformingrigging,"teaching, learning, or performing rigging",,,
rightacanoemovesomethingheavy,"right (a canoe), move (something heavy)",,,
teachingartofrightingacanoe,teaching art of righting a canoe,,,
specialknowledgerelatingtohousebuildingandrepairandprotectionofconstructedobjects,special knowledge relating to house building and repair and protection of constructed objects,,,
expertknowledgeofhouseorcanoebuilding,expert knowledge of house or canoe building,,,
martialart,martial art,,,
martialartof,martial art of,,,
usemartialartagainst,use martial art against,,,
teachinglearningorperformanceofmartialart,"teaching, learning, or performance of martial art",,,
fightwithtraditionalmartialart,fight with traditional martial art,,,
teachmartialart,teach martial art,,,
towrestlewithsomeone,to wrestle with someone,,,
learnmartialart,learn martial art,,,
brave,brave,,,
bravebebraveinitspresence,"brave, be brave in its presence",,,
itch,itch,,,
itchhaveaticklishirritationasinthethroat,"itch, have a ticklish irritation (as in the throat)",,,
beitchyhaveastingytaste,"be itchy, have a stingy taste",,,
pinchormorseloffoodincounting,pinch or morsel of food (in counting),,,
landcrabpincher,land crab (pincher),,,
portionofpreparedbreadfruit,portion of (prepared breadfruit),,,
redfishwithlargeeyessimilartothesnapper,red fish with large eyes similar to the snapper,,,
befatasaperson,be fat (as a person),,,
befatobeseofpersonsoranimals,"be fat, obese (of persons or animals)",,,
toexpandasthestomachtoripen,"to expand (as the stomach), to ripen",,,
verygreatexceedinglyrareeminentmajestic,"very great, exceedingly rare, eminent, majestic",,,
pompanofish,pompano fish,,,
pompanofishof,pompano fish of,,,
jackcrevally,jack crevally,,,
flapnoiselesslybutterfly,"flap noiselessly, butterfly",,,
moveoneslipswithoutmakinganynoise,move one's lips without making any noise,,,
butterflycaterpillar,"butterfly, caterpillar",,,
flapofwings,flap (of wings),,,
flutterflappingofwings,"flutter, flapping (of wings)",,,
flutterflapwingsrapidly,"flutter, flap (wings) rapidly",,,
afishofthebassfamily,a fish of the bass family,,,
ediblefish,edible fish,,,
mildewed,mildewed,,,
bemildewed,be mildewed,,,
mildewedstateof,mildewed state of,,,
oldrottenoffish,"old, rotten (of fish)",,,
beoldrotten,"be old, rotten",,,
mildew,mildew,,,
finishedold,"finished, old",,,
finisheddoneceased,"finished, done, ceased",,,
leaveasaspouse,leave (as a spouse),,,
beolddecayedfrayedofthingsonly,"be old, decayed, frayed (of things only)",,,
oldnotnew,old (not new),,,
oldrotten,"old, rotten",,,
swarmoffish,swarm of fish,,,
sightingofaschooloffish,sighting of a school of fish,,,
aswarmoffish,a swarm of fish,,,
toswarmoffish,to swarm (of fish),,,
holeforheadandneckinclothing,hole (for head and neck in clothing),,,
holeoftenreferringtothefemalevagina,hole (often referring to the female vagina),,,
holereferringtowomansvagina,hole (referring to woman's vagina),,,
posttowhichloombeamattached,post to which loombeam attached,,,
uprightpoststowhichwarpbeamofaloomisattached,upright posts to which warp beam of a loom is attached,,,
loomflarelineofhouseorcanoe,"loom, flare-line of house or canoe",,,
seed,seed,,,
astormgod,a storm god,,,
edibleseedsinonevarietyofbreadfruit,edible seeds in one variety of breadfruit,,,
nut,nut,,,
whirlwind,whirlwind,,,
nutofafruit,nut (of a fruit),,,
tocastasforbonito,to cast as for bonito,,,
totrollinfishing,to troll (in fishing),,,
trollingtotroll,"trolling, to troll",,,
nameofpuluwatisland,name of Puluwat Island,,,
characteristicmotionofsomeoneorsomething,characteristic motion (of someone or something),,,
gestureofthebodymotionsofathinggestureof,"gesture (of the body), motions (of a thing), gesture of",,,
gesturewithperformthemotionswithsomething,"gesture with, perform the motions with (something)",,,
imitationperformancerendition,"imitation, performance, rendition",,,
imitateitenactitperformit,"imitate (it), enact (it), perform (it)",,,
tofeignaggressionatraiseoneshandasiftostrikesomeone,"to feign aggression at, raise one's hand as if to strike (someone)",,,
gestureasindanceposture,"gesture (as in dance), posture",,,
actitimitateit,"act it, imitate it",,,
foreignparticleineyes,foreign particle (in eyes),,,
havesomethinginoneseye,have something in one's eye,,,
getsomethinginoneseye,get something in one's eye,,,
borrowedthing,borrowed thing,,,
thingborrowedbyhim,thing borrowed by him,,,
thingborrowedbyyou,thing borrowed by you,,,
delayed,delayed,,,
tostaylongbedelayedlastlong,"to stay long, be delayed, last long",,,
takealongtimehavebeeninaplaceforalongtimehavebeensedentary,"take a long time, have been in a place for a long time, have been sedentary",,,
bequiteawhilebedelayed,"be quite a while, be delayed",,,
todelayit,to delay it,,,
prolongedintime,prolonged in time,,,
gillarch,gill arch,,,
itsgillarchgillarchof,"its gill arch, gill arch of",,,
moorishidolfish,Moorish idol fish,,,
kindofsurgeonfishsurgeonfishof,"kind of surgeon fish, surgeon fish of",,,
